1.647205206644026632e+01,1.551487884512618507e+02,0.000000000000000000e+00
-1.143249005413459152e+01,2.221431078616676871e+02,0.000000000000000000e+00
-3.610949575856011506e+00,-1.380746509078147710e+02,0.000000000000000000e+00
-9.877168028588407367e+01,3.592129347397100503e+01,0.000000000000000000e+00
-8.564800086944407553e+01,1.347446826562134845e+02,0.000000000000000000e+00
-1.091594993318561713e+01,8.316632331207313200e+01,0.000000000000000000e+00
1.825718275150541103e+01,7.095175643007885924e+01,0.000000000000000000e+00
-1.113873509017123808e+01,1.179939723656219854e+02,0.000000000000000000e+00
3.184319967382781869e+01,-1.597055364149625518e+02,0.000000000000000000e+00
-1.630103241407383052e+01,-1.396758961538577068e+02,0.000000000000000000e+00
-2.001418701721166116e+01,-5.411750666737989945e+01,0.000000000000000000e+00
3.917805248117738870e+01,2.951738917095884762e+00,0.000000000000000000e+00
-1.533148252971593628e+01,-5.040581615441328722e+01,0.000000000000000000e+00
2.035552772133788935e+01,3.793066334972044018e+01,0.000000000000000000e+00
-6.798158688875125222e+01,-5.074788360747173499e+01,0.000000000000000000e+00
9.034800559606220860e-01,-5.240967354872174155e+01,0.000000000000000000e+00
-3.773763557689302672e+01,2.586420918047747364e+01,0.000000000000000000e+00
-4.006160314656093391e+01,7.360456099581067235e+01,0.000000000000000000e+00
1.066909235233017341e+02,-6.316563906446559429e+01,0.000000000000000000e+00
-8.466503589762224280e+00,-3.611712838874210973e+01,0.000000000000000000e+00
4.586584494450964833e+00,-4.498414898386146632e+01,0.000000000000000000e+00
-5.607700813781495697e+01,-8.191457938517348225e+01,0.000000000000000000e+00
-7.840396966296648884e+01,-1.271914628183495068e+02,0.000000000000000000e+00
1.322298169004600936e+02,-1.465894670916629252e+02,0.000000000000000000e+00
-4.843189543322808532e+01,-1.656484258344243017e+02,0.000000000000000000e+00
3.898954616545707097e+01,-4.859509187478894177e+01,0.000000000000000000e+00
-4.202680237004796027e+01,-1.776966298736128067e+02,0.000000000000000000e+00
2.867117600098773877e+01,-1.728627186964112070e+02,0.000000000000000000e+00
1.002077235371659896e+02,-1.328859124905790736e+02,0.000000000000000000e+00
-3.080805325451395404e+01,-1.762329963446268266e+02,0.000000000000000000e+00
-3.675204082204162148e+01,-1.879450418738732864e+01,0.000000000000000000e+00
3.786929107649933002e+01,6.517068009850125065e+01,0.000000000000000000e+00
9.794228852360731707e+00,-1.202474227196610883e+02,0.000000000000000000e+00
-2.128220540191443533e+01,-3.718064296057715978e+01,0.000000000000000000e+00
-3.395573850570678331e+01,-2.249716017289455294e+02,0.000000000000000000e+00
5.762365364694458947e+01,1.690998984940268457e+01,0.000000000000000000e+00
-5.316628611619894684e+01,-1.510071731424386314e+02,0.000000000000000000e+00
1.255331250828325267e+02,-1.453919166801366032e+02,0.000000000000000000e+00
3.157087319006946302e+01,-7.515069196446003730e+01,0.000000000000000000e+00
-1.335309842154330795e+00,-1.041334133502165713e+02,0.000000000000000000e+00
1.003732111989612363e+01,-3.094606679255310056e+01,0.000000000000000000e+00
